person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23,male,Associate,55291,3,RENT,20000,PERSONAL,10.25,0.36,2,632,No,1
24,female,High School,54919,4,RENT,20000,MEDICAL,11.01,0.36,2,670,No,1
23,female,Bachelor,25141,0,OWN,1200,MEDICAL,7.49,0.05,3,700,No,0
22,male,High School,54899,0,RENT,20000,DEBTCONSOLIDATION,13.92,0.36,3,650,No,1
24,male,Associate,47903,0,RENT,20000,MEDICAL,14.74,0.42,2,665,No,1
24,male,Associate,56744,0,RENT,20000,EDUCATION,10.62,0.35,2,582,No,1
22,male,Associate,58440,0,RENT,20000,VENTURE,10.65,0.34,3,656,No,1
22,female,Associate,51628,0,RENT,20000,PERSONAL,12.99,0.39,3,635,No,1
22,male,High School,58859,1,RENT,20000,VENTURE,11.36,0.34,4,672,No,1
22,female,Associate,24521,0,OWN,7500,EDUCATION,5.79,0.31,4,612,Yes,0
23,female,Master,60235,4,RENT,20000,EDUCATION,6.54,0.33,4,615,No,1
25,female,Master,25654,6,MORTGAGE,4000,VENTURE,5.79,0.16,2,725,No,0
25,female,Bachelor,61114,1,RENT,20000,DEBTCONSOLIDATION,7.49,0.33,3,639,No,1
25,female,Bachelor,60990,1,RENT,20000,EDUCATION,13.43,0.33,2,691,No,1
22,female,Bachelor,61072,0,RENT,20000,DEBTCONSOLIDATION,13.22,0.33,2,681,No,1
22,male,Associate,25229,1,OWN,5000,VENTURE,14.72,0.2,3,604,Yes,0
22,female,Associate,53980,0,RENT,20000,EDUCATION,15.68,0.37,4,688,No,1
24,male,Bachelor,61918,2,RENT,20000,MEDICAL,11.01,0.32,3,672,No,1
25,female,Bachelor,62299,3,RENT,20000,HOMEIMPROVEMENT,11.48,0.32,3,680,No,1
24,male,Master,62192,3,RENT,20000,VENTURE,10.38,0.32,3,640,No,1
22,male,Bachelor,62045,0,RENT,20000,EDUCATION,12.53,0.32,3,629,No,1
22,male,Bachelor,62350,1,RENT,20000,EDUCATION,13.47,0.32,2,677,No,1
24,female,Associate,62508,0,RENT,20000,VENTURE,12.21,0.32,4,571,No,1
25,male,High School,63607,2,RENT,20000,VENTURE,10.99,0.31,3,647,No,1
25,male,Associate,63921,3,RENT,20000,EDUCATION,11.36,0.31,4,568,No,1
22,male,Bachelor,56273,0,RENT,20000,DEBTCONSOLIDATION,16,0.36,4,700,No,1
26,male,Bachelor,24569,4,MORTGAGE,1500,PERSONAL,7.74,0.06,3,570,Yes,0
24,male,High School,63481,3,RENT,20000,EDUCATION,15.65,0.32,2,633,No,1
25,male,High School,56451,0,RENT,20000,DEBTCONSOLIDATION,11.78,0.35,2,646,No,1
24,female,Associate,63897,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.31,3,614,No,1
22,female,High School,57193,0,RENT,20000,MEDICAL,16.77,0.35,3,532,No,1
22,male,Associate,65874,0,RENT,20000,EDUCATION,9.91,0.3,4,617,No,1
23,female,Associate,58705,3,RENT,20000,MEDICAL,15.65,0.34,4,603,No,1
23,male,High School,58236,2,RENT,20000,MEDICAL,14.96,0.34,3,588,No,1
23,male,Associate,65738,0,RENT,20000,VENTURE,11.83,0.3,4,668,No,1
24,male,High School,59765,2,RENT,20000,MEDICAL,11.66,0.33,4,643,No,1
26,male,High School,67019,2,RENT,20000,EDUCATION,12.18,0.3,4,639,No,1
24,female,Associate,67265,2,RENT,20000,HOMEIMPROVEMENT,6.91,0.3,2,525,No,1
25,male,Bachelor,66906,3,RENT,20000,DEBTCONSOLIDATION,6.91,0.3,3,666,No,1
26,female,Associate,59603,7,RENT,20000,HOMEIMPROVEMENT,19.79,0.34,3,642,No,1
25,male,High School,67174,2,RENT,20000,VENTURE,9.88,0.3,4,646,No,1
22,female,Associate,24993,1,MORTGAGE,16600,PERSONAL,9.76,0.66,3,634,Yes,0
23,male,Associate,66844,0,RENT,20000,DEBTCONSOLIDATION,12.53,0.3,2,655,No,1
25,female,Associate,67482,6,RENT,20000,VENTURE,11.01,0.3,4,682,No,1
23,male,High School,24853,0,MORTGAGE,7125,PERSONAL,6.99,0.29,2,631,Yes,0
23,male,Master,69387,2,RENT,20000,EDUCATION,16.89,0.29,2,600,No,1
22,female,High School,62379,0,RENT,20000,PERSONAL,17.49,0.32,4,641,No,1
23,male,Bachelor,24853,0,MORTGAGE,2500,EDUCATION,16.82,0.1,2,524,Yes,0
26,male,Associate,24751,2,MORTGAGE,3600,HOMEIMPROVEMENT,11.01,0.15,2,669,Yes,0
22,female,Associate,70529,1,RENT,20000,DEBTCONSOLIDATION,13.11,0.28,2,593,No,1
23,female,Associate,71255,2,RENT,20000,DEBTCONSOLIDATION,7.66,0.28,3,654,No,1
26,male,Master,71761,3,RENT,20000,MEDICAL,6.17,0.28,3,665,No,1
26,male,Bachelor,64550,8,RENT,20000,PERSONAL,16.35,0.31,4,649,No,1
23,female,Bachelor,72969,1,RENT,20000,MEDICAL,7.9,0.27,2,579,No,1
24,female,Bachelor,66060,4,RENT,20000,VENTURE,16.49,0.3,2,671,No,1
21,male,Bachelor,25666,0,OWN,3550,VENTURE,11.01,0.14,4,693,Yes,0
26,male,Associate,25229,3,MORTGAGE,7000,HOMEIMPROVEMENT,8,0.28,2,626,Yes,0
24,female,Master,72762,6,RENT,20000,PERSONAL,10.99,0.27,2,677,No,1
24,male,Master,25451,3,OWN,7750,VENTURE,6.91,0.3,3,594,No,0
25,female,Bachelor,65742,1,RENT,20000,PERSONAL,8.88,0.3,3,592,No,1
24,male,Bachelor,73352,1,RENT,20000,VENTURE,11.01,0.27,4,583,No,1
23,male,Master,65733,0,RENT,20000,DEBTCONSOLIDATION,14.84,0.3,3,592,No,1
23,male,Associate,65802,3,RENT,20000,PERSONAL,11.12,0.3,2,628,No,1
22,male,Bachelor,72562,1,RENT,20000,EDUCATION,7.88,0.28,3,567,No,1
25,female,Associate,73028,1,RENT,20000,EDUCATION,11.01,0.27,2,654,No,1
22,male,Associate,25537,0,MORTGAGE,6000,EDUCATION,15.99,0.23,4,623,No,0
24,male,Associate,25526,1,MORTGAGE,5500,DEBTCONSOLIDATION,10.99,0.22,4,661,Yes,0
25,male,Bachelor,73266,1,RENT,20000,EDUCATION,11.01,0.27,3,658,No,1
25,male,High School,65555,1,RENT,20000,PERSONAL,15.65,0.31,3,667,No,1
24,female,High School,65678,4,RENT,20000,PERSONAL,17.04,0.3,3,602,No,1
23,female,Bachelor,73286,3,RENT,20000,EDUCATION,12.21,0.27,2,687,No,1
21,male,Associate,25416,1,OWN,1275,EDUCATION,15.23,0.05,3,626,Yes,0
25,female,High School,65967,6,RENT,20000,DEBTCONSOLIDATION,14.11,0.3,4,662,No,1
24,female,High School,73202,1,RENT,20000,PERSONAL,11.14,0.27,2,536,No,1
21,male,Associate,25710,0,OWN,2400,MEDICAL,11.49,0.09,4,623,No,0
24,female,Bachelor,73058,3,RENT,20000,PERSONAL,13.87,0.27,4,647,No,1
26,male,High School,72650,3,RENT,20000,HOMEIMPROVEMENT,10.08,0.28,4,606,No,1
23,male,High School,66301,2,RENT,20000,PERSONAL,16.7,0.3,4,645,No,1
24,male,High School,66951,2,RENT,20000,VENTURE,18.64,0.3,2,632,No,1
24,female,Bachelor,73899,0,RENT,20000,HOMEIMPROVEMENT,12.18,0.27,4,634,No,1
22,male,High School,25644,2,OWN,3800,DEBTCONSOLIDATION,11.01,0.15,3,645,No,0
25,female,High School,75578,2,RENT,20000,MEDICAL,6.54,0.26,3,574,No,1
24,male,High School,68349,3,RENT,20000,EDUCATION,14.61,0.29,4,576,No,1
21,female,Bachelor,68120,0,RENT,20000,VENTURE,17.39,0.29,3,664,No,1
24,male,High School,75484,2,RENT,20000,HOMEIMPROVEMENT,11.12,0.26,2,562,No,1
25,female,Bachelor,75802,2,RENT,20000,VENTURE,11.48,0.26,2,637,No,1
25,female,Master,76733,2,RENT,20000,MEDICAL,12.42,0.26,3,656,No,1
26,male,Bachelor,70484,4,RENT,20000,DEBTCONSOLIDATION,10.25,0.28,2,590,No,1
23,female,Bachelor,78886,1,RENT,20000,MEDICAL,10.65,0.25,3,653,No,1
24,female,Associate,25992,3,OWN,5000,PERSONAL,16.29,0.19,3,612,No,0
23,female,Bachelor,79348,0,RENT,20000,MEDICAL,10.37,0.25,2,703,No,1
23,male,Bachelor,78597,1,RENT,20000,VENTURE,11.49,0.25,3,596,No,1
24,male,High School,26216,0,OWN,10000,VENTURE,10.59,0.38,4,586,Yes,0
25,male,Master,26133,4,OWN,5375,VENTURE,13.49,0.21,2,650,Yes,0
26,female,Bachelor,71856,6,RENT,20000,PERSONAL,11.01,0.28,4,610,No,1
23,male,Master,72259,2,RENT,20000,EDUCATION,12.29,0.28,4,650,No,1
21,female,Bachelor,25869,0,MORTGAGE,3500,DEBTCONSOLIDATION,17.27,0.14,2,579,No,1
26,male,Associate,79098,2,RENT,20000,DEBTCONSOLIDATION,11.99,0.25,2,534,No,1
25,female,Associate,71754,4,RENT,20000,PERSONAL,14.84,0.28,2,540,No,1
23,male,High School,71688,0,RENT,20000,DEBTCONSOLIDATION,10.83,0.28,2,584,No,1
23,female,Associate,79539,5,RENT,20000,DEBTCONSOLIDATION,13.22,0.25,2,584,No,1
22,female,High School,81282,1,RENT,20000,EDUCATION,12.18,0.25,2,639,No,0
23,male,Bachelor,81580,1,RENT,20000,MEDICAL,11.11,0.25,2,607,Yes,0
24,female,Master,81639,4,RENT,20000,HOMEIMPROVEMENT,13.48,0.24,2,681,No,0
26,male,High School,82432,6,RENT,20000,EDUCATION,10.75,0.24,4,710,No,0
25,male,High School,82737,4,RENT,20000,PERSONAL,12.53,0.24,4,634,Yes,0
24,male,High School,75890,2,RENT,20000,DEBTCONSOLIDATION,14.84,0.26,4,595,No,1
23,male,Bachelor,84428,1,RENT,20000,VENTURE,17.74,0.24,2,707,Yes,0
25,male,Bachelor,85061,1,RENT,20000,HOMEIMPROVEMENT,9.99,0.24,2,627,Yes,0
22,male,Bachelor,84791,0,RENT,20000,PERSONAL,6.91,0.24,4,592,Yes,0
25,female,Bachelor,77982,6,RENT,20000,HOMEIMPROVEMENT,11.01,0.26,4,699,No,1
25,male,High School,86325,2,RENT,20000,PERSONAL,14.09,0.23,2,566,Yes,0
22,male,High School,26244,0,MORTGAGE,3000,DEBTCONSOLIDATION,11.49,0.11,3,667,Yes,0
23,female,High School,86183,1,RENT,20000,EDUCATION,14.09,0.23,3,638,No,0
23,female,Associate,67625,0,RENT,20000,MEDICAL,15.2,0.3,4,620,No,1
24,male,High School,87261,1,RENT,20000,MEDICAL,11.83,0.23,2,667,Yes,0
24,female,Bachelor,25826,4,OTHER,6000,PERSONAL,12.21,0.23,2,655,No,0
23,male,Associate,80180,0,RENT,20000,VENTURE,14.11,0.25,3,666,No,1
22,male,High School,80179,0,RENT,20000,DEBTCONSOLIDATION,14.42,0.25,2,655,No,1
24,male,High School,87458,3,RENT,20000,HOMEIMPROVEMENT,14.74,0.23,3,604,Yes,0
24,female,Master,89922,0,RENT,20000,HOMEIMPROVEMENT,12.69,0.22,3,672,Yes,0
22,female,Bachelor,26137,0,MORTGAGE,1625,DEBTCONSOLIDATION,16.89,0.06,3,596,No,1
25,male,High School,91179,0,RENT,20000,DEBTCONSOLIDATION,11.01,0.22,4,658,Yes,0
21,male,Associate,26112,0,MORTGAGE,4500,HOMEIMPROVEMENT,11.01,0.17,2,608,No,1
25,male,Bachelor,26559,2,MORTGAGE,8500,VENTURE,9.63,0.32,4,686,Yes,0
24,female,Associate,91001,0,RENT,20000,HOMEIMPROVEMENT,8.88,0.22,3,687,No,0
26,female,Bachelor,90978,3,RENT,20000,MEDICAL,6.91,0.22,4,652,Yes,0
26,female,Bachelor,90805,4,RENT,20000,EDUCATION,11.01,0.22,3,603,No,0
25,female,Associate,91130,0,RENT,20000,PERSONAL,10.38,0.22,3,622,Yes,0
22,male,High School,83759,1,RENT,20000,DEBTCONSOLIDATION,10.99,0.24,4,660,No,1
22,male,Master,91033,1,RENT,20000,VENTURE,11.01,0.22,2,572,Yes,0
21,female,Bachelor,26887,0,MORTGAGE,7575,PERSONAL,11.01,0.28,3,641,Yes,0
26,female,Bachelor,26792,4,OWN,5200,EDUCATION,12.42,0.19,3,674,No,0
24,male,Bachelor,83573,1,RENT,20000,HOMEIMPROVEMENT,14.82,0.24,4,693,No,1
23,female,Bachelor,91541,4,RENT,20000,PERSONAL,16.32,0.22,3,628,No,0
23,female,Associate,72279,2,RENT,20000,MEDICAL,16,0.28,3,688,No,1
23,male,Associate,92304,0,RENT,20000,MEDICAL,10.37,0.22,3,635,Yes,0
26,male,Master,85207,2,RENT,20000,DEBTCONSOLIDATION,13.16,0.23,3,662,No,1
24,female,Associate,85232,5,RENT,20000,VENTURE,14.88,0.23,4,652,No,1
22,female,Associate,93127,2,RENT,20000,DEBTCONSOLIDATION,13.98,0.21,4,619,Yes,0
26,male,Master,86320,2,RENT,20000,HOMEIMPROVEMENT,13.36,0.23,2,655,No,1
21,female,High School,26946,0,OWN,7125,VENTURE,6.99,0.26,3,653,No,0
22,female,High School,26711,0,MORTGAGE,4025,EDUCATION,5.42,0.15,4,565,Yes,0
24,male,Bachelor,26769,2,MORTGAGE,8000,MEDICAL,5.42,0.3,2,613,Yes,0
26,female,Bachelor,94812,4,RENT,20000,HOMEIMPROVEMENT,13.85,0.21,4,663,No,0
22,female,Associate,27119,0,MORTGAGE,4000,PERSONAL,12.99,0.15,2,540,Yes,0
26,male,Bachelor,27046,5,OWN,4200,MEDICAL,9.99,0.16,3,598,Yes,0
22,female,Bachelor,26902,4,MORTGAGE,1400,VENTURE,11.01,0.05,2,653,Yes,0
123,male,Bachelor,94723,100,RENT,20000,VENTURE,11.01,0.21,4,714,Yes,0
23,female,High School,74473,0,RENT,20000,MEDICAL,11.14,0.27,2,460,No,1
21,male,Bachelor,27072,0,MORTGAGE,3800,DEBTCONSOLIDATION,5.99,0.14,2,643,No,0
24,female,Master,87447,6,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,4,632,No,1
23,female,High School,94310,0,RENT,20000,VENTURE,11.58,0.21,3,578,No,0
23,male,Master,95354,2,RENT,20000,MEDICAL,13.85,0.21,4,642,Yes,0
23,male,Master,96236,0,RENT,20000,EDUCATION,16.89,0.21,4,688,No,0
23,male,Master,96969,2,RENT,20000,MEDICAL,7.9,0.21,4,696,No,0
23,female,Associate,27201,0,OWN,6000,VENTURE,12.68,0.22,4,527,Yes,0
22,male,Associate,76808,0,RENT,20000,MEDICAL,14.91,0.26,4,611,No,1
24,male,High School,97157,0,RENT,20000,VENTURE,13.06,0.21,4,545,Yes,0
25,male,High School,96773,3,RENT,20000,EDUCATION,8.88,0.21,4,644,Yes,0
23,male,Bachelor,26954,0,MORTGAGE,2000,EDUCATION,6.17,0.07,4,511,Yes,0
22,female,High School,96673,1,RENT,20000,EDUCATION,13.98,0.21,4,616,Yes,0
22,male,High School,26872,3,OWN,8500,VENTURE,6.54,0.32,4,656,No,0
26,male,Bachelor,76420,2,RENT,20000,MEDICAL,13.85,0.26,3,656,No,1
26,female,Associate,27097,2,MORTGAGE,1000,HOMEIMPROVEMENT,10.36,0.04,3,581,Yes,0
25,male,High School,89914,7,RENT,20000,PERSONAL,15.95,0.22,4,477,No,1
25,male,Associate,96778,2,RENT,20000,HOMEIMPROVEMENT,14.26,0.21,4,664,No,0
23,female,High School,97783,0,RENT,20000,MEDICAL,11.71,0.2,2,563,Yes,0
22,female,Bachelor,98255,0,RENT,20000,DEBTCONSOLIDATION,13.49,0.2,4,623,Yes,0
24,male,Master,26747,1,MORTGAGE,2000,DEBTCONSOLIDATION,14.84,0.07,2,704,No,1
22,female,Bachelor,99459,0,RENT,20000,EDUCATION,11.01,0.2,2,691,No,0
23,female,Associate,92036,2,RENT,20000,HOMEIMPROVEMENT,15.05,0.22,4,648,No,1
22,male,Master,93070,0,RENT,20000,EDUCATION,13.79,0.21,4,662,No,1
24,female,High School,101201,6,RENT,20000,EDUCATION,13.48,0.2,3,569,No,0
26,female,Bachelor,26764,4,OWN,3000,VENTURE,6.76,0.11,2,642,No,0
23,male,Master,102232,1,RENT,20000,PERSONAL,11.11,0.2,4,663,Yes,0
25,female,Bachelor,101849,3,RENT,20000,EDUCATION,13.92,0.2,2,627,Yes,0
23,female,Bachelor,26678,1,OWN,4400,EDUCATION,12.53,0.16,2,610,Yes,0
21,male,Bachelor,27041,0,MORTGAGE,10000,DEBTCONSOLIDATION,11.14,0.37,2,534,Yes,0
24,female,Master,95807,5,RENT,20000,HOMEIMPROVEMENT,14.11,0.21,2,678,No,1
23,female,Bachelor,103275,0,RENT,20000,MEDICAL,7.49,0.19,2,597,Yes,0
25,male,High School,103166,3,RENT,20000,DEBTCONSOLIDATION,10.25,0.19,3,653,Yes,0
26,male,Bachelor,88672,2,RENT,20000,PERSONAL,12.53,0.23,2,571,No,1
21,female,High School,27289,0,MORTGAGE,1500,PERSONAL,11.86,0.05,3,659,Yes,0
23,male,Bachelor,27174,0,OWN,9000,VENTURE,7.88,0.33,3,619,Yes,0
25,female,Associate,102975,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.19,2,663,No,0
24,male,Associate,27558,0,MORTGAGE,4000,VENTURE,11.01,0.15,2,621,Yes,0
22,female,Associate,105649,1,RENT,20000,DEBTCONSOLIDATION,13.85,0.19,4,575,Yes,0
23,male,High School,27887,0,OWN,6000,PERSONAL,13.23,0.22,4,477,Yes,0
22,female,Associate,109017,1,RENT,20000,PERSONAL,11.01,0.18,4,639,Yes,0
23,male,High School,94566,1,RENT,20000,HOMEIMPROVEMENT,18.25,0.21,2,611,No,1
24,female,Bachelor,109178,1,RENT,20000,DEBTCONSOLIDATION,6.54,0.18,3,630,No,0
23,male,Master,108836,0,RENT,20000,MEDICAL,11.49,0.18,4,560,Yes,0
26,male,Master,109089,5,RENT,20000,MEDICAL,11.49,0.18,3,537,Yes,0
22,female,Bachelor,27472,1,MORTGAGE,7000,EDUCATION,11.71,0.25,2,694,No,0
23,male,Master,109061,0,RENT,20000,DEBTCONSOLIDATION,13.57,0.18,4,657,Yes,0
25,male,High School,110319,1,RENT,20000,EDUCATION,14.35,0.18,3,572,Yes,0
26,male,Bachelor,27309,1,MORTGAGE,3825,DEBTCONSOLIDATION,10.65,0.14,4,618,Yes,0
22,female,Bachelor,111365,1,RENT,20000,VENTURE,15.65,0.18,2,649,No,0
22,male,Associate,27358,0,MORTGAGE,6500,VENTURE,11.01,0.24,4,496,Yes,0
25,female,Bachelor,27570,0,MORTGAGE,5875,EDUCATION,6.62,0.21,2,680,No,1
25,male,Associate,111834,1,RENT,20000,MEDICAL,9.25,0.18,2,606,Yes,0
22,male,High School,27122,2,MORTGAGE,2400,MEDICAL,11.71,0.09,3,612,Yes,0
24,male,Bachelor,27730,0,MORTGAGE,8000,PERSONAL,5.42,0.29,4,477,Yes,0
26,female,Bachelor,113057,0,RENT,20000,DEBTCONSOLIDATION,9.45,0.18,4,606,Yes,0
23,male,Bachelor,27666,0,MORTGAGE,1550,DEBTCONSOLIDATION,7.49,0.06,2,658,No,1
22,male,Associate,114267,0,RENT,20000,PERSONAL,11.01,0.18,2,602,Yes,0
23,male,Bachelor,100420,4,RENT,20000,DEBTCONSOLIDATION,11.01,0.2,2,571,No,1
23,male,High School,115130,4,RENT,20000,EDUCATION,10.99,0.17,2,701,No,0
24,female,Bachelor,114976,3,RENT,20000,HOMEIMPROVEMENT,11.01,0.17,3,665,No,0
21,male,Bachelor,27648,0,OWN,7350,VENTURE,7.66,0.27,2,635,Yes,0
23,female,Bachelor,116295,0,RENT,20000,MEDICAL,13.04,0.17,3,643,Yes,0
22,male,Associate,27385,3,MORTGAGE,7200,PERSONAL,7.14,0.26,2,636,No,0
22,female,Associate,103798,0,RENT,20000,VENTURE,15.65,0.19,4,645,No,1
22,female,Bachelor,118565,0,RENT,20000,EDUCATION,11.83,0.17,4,575,Yes,0
24,female,Bachelor,27463,0,OWN,3000,DEBTCONSOLIDATION,16,0.11,2,647,Yes,0
23,male,Associate,120368,0,RENT,20000,EDUCATION,15.28,0.17,4,569,Yes,0
21,female,Bachelor,27493,2,OWN,4000,DEBTCONSOLIDATION,15.05,0.15,4,528,No,0
22,male,Master,27178,0,OWN,8500,DEBTCONSOLIDATION,15.05,0.31,4,626,No,0
24,female,Master,120691,2,RENT,20000,HOMEIMPROVEMENT,14.22,0.17,3,664,No,0
25,female,High School,106741,1,RENT,20000,HOMEIMPROVEMENT,16.35,0.19,3,650,No,1
26,male,Associate,27124,2,OWN,7500,VENTURE,10.96,0.28,2,600,Yes,0
25,female,High School,121016,0,RENT,20000,HOMEIMPROVEMENT,13.06,0.17,2,672,No,0
25,male,Bachelor,120866,1,RENT,20000,HOMEIMPROVEMENT,13.06,0.17,2,563,Yes,0
25,female,Bachelor,27635,2,OWN,7500,VENTURE,11.01,0.27,3,665,No,0
23,female,High School,27475,4,MORTGAGE,6700,EDUCATION,11.01,0.24,4,605,Yes,0
22,male,High School,90648,0,RENT,20000,MEDICAL,14.96,0.22,4,653,No,1
23,male,Associate,90887,2,RENT,20000,MEDICAL,17.04,0.22,2,685,No,1
22,male,Bachelor,121236,0,RENT,20000,PERSONAL,12.21,0.16,3,580,Yes,0
25,male,Associate,27780,1,MORTGAGE,6400,PERSONAL,7.88,0.23,4,672,Yes,0
26,male,Master,27364,0,OWN,5400,PERSONAL,5.42,0.2,3,646,No,0
26,male,Bachelor,125803,6,RENT,20000,DEBTCONSOLIDATION,10.74,0.16,2,636,Yes,0
23,female,Associate,112700,0,RENT,20000,PERSONAL,13.22,0.18,3,559,No,1
23,female,Bachelor,114961,1,RENT,20000,DEBTCONSOLIDATION,14.59,0.17,2,654,No,1
25,male,Associate,130715,5,RENT,20000,HOMEIMPROVEMENT,11.01,0.15,4,632,No,0
25,male,Bachelor,117215,2,RENT,20000,PERSONAL,11.01,0.17,3,672,No,1
23,male,High School,132975,1,RENT,20000,EDUCATION,12.42,0.15,3,630,No,0
22,male,Bachelor,132669,0,RENT,20000,EDUCATION,14.17,0.15,3,476,Yes,0
22,female,High School,132809,0,RENT,20000,DEBTCONSOLIDATION,13.72,0.15,3,691,Yes,0
24,male,Associate,133069,2,RENT,20000,PERSONAL,10.38,0.15,4,672,Yes,0
23,male,Associate,133031,0,RENT,20000,VENTURE,11.01,0.15,2,709,No,0
22,female,Associate,28529,1,MORTGAGE,2000,PERSONAL,7.51,0.07,3,521,Yes,0
22,female,Associate,28518,0,MORTGAGE,7125,HOMEIMPROVEMENT,11.71,0.25,3,564,No,1
23,male,High School,28149,0,MORTGAGE,3000,PERSONAL,8.9,0.11,2,626,No,1
25,female,Master,103168,1,RENT,20000,MEDICAL,17.39,0.19,2,662,No,1
23,female,Bachelor,28372,0,MORTGAGE,4800,PERSONAL,5.79,0.17,2,667,No,0
22,male,High School,28527,2,MORTGAGE,8300,PERSONAL,12.61,0.29,2,690,No,1
23,male,High School,145007,1,RENT,20000,MEDICAL,10.37,0.14,4,628,Yes,0
24,male,Bachelor,27861,0,OWN,4750,HOMEIMPROVEMENT,11.36,0.17,3,562,Yes,0
24,female,Associate,146157,0,RENT,20000,VENTURE,8.9,0.14,3,670,No,0
23,female,Associate,150985,0,RENT,20000,VENTURE,11.11,0.13,4,602,No,0
22,male,High School,28613,0,MORTGAGE,3000,EDUCATION,8.94,0.1,2,595,Yes,0
25,male,Associate,157396,3,RENT,20000,PERSONAL,15.27,0.13,2,687,No,0
26,female,Bachelor,156668,3,RENT,20000,DEBTCONSOLIDATION,13.11,0.13,4,668,Yes,0
23,male,Bachelor,28773,0,MORTGAGE,6000,EDUCATION,16,0.21,2,657,Yes,0
24,female,High School,160903,0,RENT,20000,EDUCATION,12.36,0.12,2,527,Yes,0
22,male,Associate,28257,0,MORTGAGE,10625,DEBTCONSOLIDATION,7.51,0.38,4,524,Yes,0
21,female,High School,28410,0,MORTGAGE,7000,MEDICAL,8.9,0.25,3,606,Yes,0
25,male,Master,168862,0,RENT,20000,EDUCATION,6.54,0.12,4,546,Yes,0
24,female,Master,166817,2,RENT,20000,VENTURE,15.99,0.12,3,681,No,1
23,male,High School,28492,2,MORTGAGE,3600,HOMEIMPROVEMENT,17.27,0.13,3,502,No,1
26,male,Master,178602,6,RENT,20000,DEBTCONSOLIDATION,17.99,0.11,3,604,No,1
22,male,Bachelor,193248,0,RENT,20000,PERSONAL,7.49,0.1,4,599,Yes,0
22,male,Associate,27969,0,MORTGAGE,4800,DEBTCONSOLIDATION,10,0.17,4,644,Yes,0
26,female,High School,193076,4,RENT,20000,HOMEIMPROVEMENT,9.99,0.1,3,660,Yes,0
26,female,Bachelor,202337,2,RENT,20000,VENTURE,11.36,0.1,4,652,No,0
26,female,Bachelor,208059,4,RENT,20000,HOMEIMPROVEMENT,11.83,0.1,2,615,No,0
21,female,Bachelor,28786,0,MORTGAGE,3000,DEBTCONSOLIDATION,13.35,0.1,3,638,Yes,0
25,male,Bachelor,210999,2,RENT,20000,DEBTCONSOLIDATION,14.72,0.09,2,680,Yes,0
25,male,High School,28595,2,MORTGAGE,4400,HOMEIMPROVEMENT,6.76,0.15,2,611,No,0
25,female,Associate,70930,0,RENT,19900,MEDICAL,11.83,0.28,4,578,No,1
26,female,Master,140072,0,RENT,19800,MEDICAL,11.48,0.14,4,617,Yes,0
26,male,Master,24756,8,RENT,500,MEDICAL,11.41,0.02,2,659,No,0
25,male,High School,28644,4,MORTGAGE,10000,PERSONAL,11.01,0.35,2,570,No,1
21,female,Bachelor,23899,1,RENT,700,EDUCATION,12.29,0.03,2,658,Yes,0
22,female,Master,28752,0,MORTGAGE,7000,EDUCATION,14.96,0.24,3,484,Yes,0
25,male,High School,23980,6,RENT,750,DEBTCONSOLIDATION,12.29,0.03,4,645,Yes,0
23,male,Associate,13059,0,RENT,1000,PERSONAL,10.37,0.08,2,541,No,1
22,female,High School,13021,1,RENT,1000,HOMEIMPROVEMENT,14.74,0.08,4,610,No,1
21,female,Master,13197,1,RENT,1000,HOMEIMPROVEMENT,13.43,0.08,4,722,No,1
22,male,High School,29111,0,MORTGAGE,2400,EDUCATION,9.63,0.08,4,668,No,0
21,male,Associate,28319,0,OTHER,2400,EDUCATION,12.21,0.08,4,628,Yes,0
23,female,Master,13817,1,RENT,1000,MEDICAL,10.25,0.07,2,667,No,1
22,male,Associate,14763,0,RENT,1000,MEDICAL,12.99,0.07,4,540,Yes,0
22,female,Bachelor,15248,0,RENT,1000,VENTURE,13.98,0.07,4,547,Yes,0
23,female,Bachelor,15553,3,RENT,1000,DEBTCONSOLIDATION,14.65,0.06,3,602,Yes,0
25,male,Bachelor,15255,2,RENT,1000,EDUCATION,10.65,0.07,2,611,No,0
21,male,Associate,14997,0,RENT,1000,EDUCATION,13.98,0.07,2,669,Yes,0
22,male,High School,15102,1,RENT,1000,PERSONAL,13.57,0.07,3,559,No,1
22,female,Bachelor,16077,3,RENT,1000,PERSONAL,14.96,0.06,3,642,No,1
24,male,Bachelor,17683,0,RENT,1000,DEBTCONSOLIDATION,10,0.06,4,562,No,1
21,male,High School,18221,0,RENT,1000,VENTURE,16.29,0.05,4,559,No,1
23,female,Bachelor,28684,1,OWN,2000,VENTURE,11.11,0.07,3,591,No,0
21,female,High School,28348,0,OWN,5000,VENTURE,11.01,0.18,3,506,Yes,0
22,male,Associate,18290,2,RENT,1000,VENTURE,16.69,0.05,3,623,No,1
21,male,Associate,28367,0,OWN,15000,EDUCATION,8.94,0.53,2,600,Yes,0
22,male,Associate,18923,0,RENT,1000,MEDICAL,14.3,0.05,3,599,No,1
